Country,Year,ModalSplit_VehicleType,ModalSplit_ModalSplitKm,ModalTransportToGDP_GDP,RailwayLength_RailwayLengthKm,RailwayTransport_RailwayTransportKm,AirTransport_AirTransportKm,MotorwayNetwork_Unit,MotorwayNetwork_MotorwayLengthKm,RailwayNetwork_RailwayLengthKm,RoadTrafficDeaths_TypeOfRoad,RoadTrafficDeaths_Unit,RoadTrafficDeaths_RoadTrafficDeaths,MotorwayLength_TypeOfRoad,MotorwayLength_LengthOfMotorways
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,34.0,MWAY,154.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,34.0,RD_EUR,953.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,2.6,MWAY,154.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,2.6,RD_EUR,953.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,RD_URB,NR,14.0,MWAY,154.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,RD_URB,NR,14.0,RD_EUR,953.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.1,MWAY,154.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.1,RD_EUR,953.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,TOTAL,NR,48.0,MWAY,154.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,TOTAL,NR,48.0,RD_EUR,953.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,TOTAL,RT,3.6,MWAY,154.0
EE,2017,TRN_BUS_TOT_AVD,19.5,102.2,1161.0,366.0,2635145.0,KM_TKM2,4.0,1188.0,TOTAL,RT,3.6,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,NR,54.0,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,NR,54.0,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,RT,4.1,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,RT,4.1,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,NR,13.0,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,NR,13.0,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,RT,1.0,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,RT,1.0,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,NR,67.0,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,NR,67.0,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,RT,5.1,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,RT,5.1,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,54.0,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,54.0,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,4.1,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,4.1,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,NR,13.0,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,NR,13.0,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.0,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.0,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,NR,67.0,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,NR,67.0,RD_EUR,953.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,RT,5.1,MWAY,154.0
EE,2018,BUS_TOT,16.8,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,RT,5.1,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,NR,54.0,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,NR,54.0,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,RT,4.1,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,RT,4.1,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,NR,13.0,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,NR,13.0,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,RT,1.0,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,RT,1.0,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,NR,67.0,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,NR,67.0,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,RT,5.1,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,RT,5.1,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,54.0,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,54.0,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,4.1,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,4.1,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,NR,13.0,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,NR,13.0,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.0,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.0,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,NR,67.0,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,NR,67.0,RD_EUR,953.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,RT,5.1,MWAY,154.0
EE,2018,CAR,80.6,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,RT,5.1,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,NR,54.0,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,NR,54.0,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,RT,4.1,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,RT,4.1,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,NR,13.0,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,NR,13.0,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,RT,1.0,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,RT,1.0,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,NR,67.0,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,NR,67.0,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,RT,5.1,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,RT,5.1,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,54.0,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,54.0,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,4.1,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,4.1,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,NR,13.0,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,NR,13.0,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.0,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.0,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,NR,67.0,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,NR,67.0,RD_EUR,953.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,RT,5.1,MWAY,154.0
EE,2018,TRN,2.5,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,RT,5.1,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,NR,54.0,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,NR,54.0,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,RT,4.1,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_RUR,RT,4.1,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,NR,13.0,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,NR,13.0,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,RT,1.0,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,RD_URB,RT,1.0,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,NR,67.0,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,NR,67.0,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,RT,5.1,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM,154.0,1188.0,TOTAL,RT,5.1,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,54.0,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,NR,54.0,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,4.1,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_RUR,RT,4.1,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,NR,13.0,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,NR,13.0,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.0,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,RD_URB,RT,1.0,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,NR,67.0,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,NR,67.0,RD_EUR,953.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,RT,5.1,MWAY,154.0
EE,2018,TRN_BUS_TOT_AVD,19.4,99.7,1161.0,417.0,2995528.0,KM_TKM2,4.0,1188.0,TOTAL,RT,5.1,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,NR,35.0,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,NR,35.0,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,RT,2.6,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,RT,2.6,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,NR,17.0,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,NR,17.0,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,RT,1.3,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,RT,1.3,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,NR,52.0,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,NR,52.0,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,RT,3.9,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,RT,3.9,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,NR,35.0,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,NR,35.0,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,RT,2.6,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,RT,2.6,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,NR,17.0,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,NR,17.0,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,RT,1.3,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,RT,1.3,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,NR,52.0,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,NR,52.0,RD_EUR,953.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,RT,3.9,MWAY,161.0
EE,2019,BUS_TOT,17.6,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,RT,3.9,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,NR,35.0,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,NR,35.0,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,RT,2.6,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,RT,2.6,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,NR,17.0,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,NR,17.0,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,RT,1.3,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,RT,1.3,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,NR,52.0,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,NR,52.0,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,RT,3.9,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,RT,3.9,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,NR,35.0,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,NR,35.0,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,RT,2.6,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,RT,2.6,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,NR,17.0,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,NR,17.0,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,RT,1.3,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,RT,1.3,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,NR,52.0,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,NR,52.0,RD_EUR,953.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,RT,3.9,MWAY,161.0
EE,2019,CAR,80.1,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,RT,3.9,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,NR,35.0,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,NR,35.0,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,RT,2.6,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,RT,2.6,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,NR,17.0,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,NR,17.0,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,RT,1.3,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_URB,RT,1.3,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,NR,52.0,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,NR,52.0,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,RT,3.9,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,TOTAL,RT,3.9,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,NR,35.0,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,NR,35.0,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,RT,2.6,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_RUR,RT,2.6,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,NR,17.0,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,NR,17.0,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,RT,1.3,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,RD_URB,RT,1.3,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,NR,52.0,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,NR,52.0,RD_EUR,953.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,RT,3.9,MWAY,161.0
EE,2019,TRN,2.2,100.9,1167.0,392.0,3258003.0,KM_TKM2,4.0,1194.0,TOTAL,RT,3.9,RD_EUR,953.0
EE,2019,TRN_BUS_TOT_AVD,19.9,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,NR,35.0,MWAY,161.0
EE,2019,TRN_BUS_TOT_AVD,19.9,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,NR,35.0,RD_EUR,953.0
EE,2019,TRN_BUS_TOT_AVD,19.9,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,RT,2.6,MWAY,161.0
EE,2019,TRN_BUS_TOT_AVD,19.9,100.9,1167.0,392.0,3258003.0,KM,161.0,1194.0,RD_RUR,RT,2.6,RD_EUR,953.0
