Unit,Age,Sex,Location,2009,2009_status,2010,2010_status,2011,2011_status,2012,2012_status,2013,2013_status,2014,2014_status,2015,2015_status,2016,2016_status,2017,2017_status,2018,2018_status,2019,2019_status,2020,2020_status
NR,TOTAL,T,FR,1832942,ok,1836954,ok,1839393,ok,1845547,ok,1849652,ok,1856267,ok,1859647,ok,1858580,ok,1856221,ok,1855845,ok,1853117,ok,1849826,ok
NR,TOTAL,T,FR,4033197,ok,4038157,ok,4042015,ok,4050756,ok,4060741,ok,4076061,ok,4077886,ok,4074448,ok,4072379,ok,4072977,ok,4066719,ok,4061166,ok
NR,TOTAL,T,FR,1911157,ok,1914844,ok,1918155,ok,1922342,ok,1927142,ok,1930095,ok,1932090,ok,1932422,ok,1931436,ok,1931131,ok,1929189,ok,1926629,ok
NR,TOTAL,T,FR,1843053,ok,1845687,ok,1852325,ok,1859869,ok,1868183,ok,1872949,ok,1879265,ok,1884150,ok,1889589,ok,1898533,ok,1903646,ok,1908494,ok
NR,TOTAL,T,FR,1337953,ok,1335923,ok,1336053,ok,1339270,ok,1339008,ok,1339299,ok,1338255,ok,1333248,ok,1328134,ok,1323396,ok,1317548,ok,1311830,ok
NR,TOTAL,T,FR,2350112,ok,2350920,ok,2350657,ok,2349816,ok,2345197,ok,2342397,ok,2341531,ok,2337788,ok,2331863,ok,2328460,ok,2322213,ok,2315678,ok
NR,TOTAL,T,FR,3539048,ok,3571495,ok,3601113,ok,3632614,ok,3660852,ok,3690833,ok,3718512,ok,3737632,ok,3757600,ok,3781423,ok,3800348,ok,3818421,ok
NR,TOTAL,T,FR,3175064,ok,3199066,ok,3217767,ok,3237097,ok,3258707,ok,3276543,ok,3293850,ok,3306529,ok,3318904,ok,3335414,ok,3347004,ok,3358524,ok
NR,TOTAL,T,FR,3206137,ok,3232352,ok,3254233,ok,3285970,ok,3316889,ok,3343326,ok,3370578,ok,3393297,ok,3414585,ok,3437398,ok,3458041,ok,3478538,ok
NR,TOTAL,T,FR,741785,ok,742771,ok,741072,ok,738633,ok,737509,ok,738120,ok,738031,ok,736015,ok,734528,ok,731285,ok,728859,ok,726253,ok
NR,TOTAL,T,FR,1760575,ok,1770363,ok,1777773,ok,1783991,ok,1789779,ok,1797698,ok,1802873,ok,1806291,ok,1807865,ok,1811095,ok,1812353,ok,1813633,ok
NR,TOTAL,T,FR,2610890,ok,2636350,ok,2670046,ok,2700266,ok,2729721,ok,2751592,ok,2772683,ok,2793303,ok,2810383,ok,2830361,ok,2847554,ok,2864782,ok
NR,TOTAL,T,FR,2862707,ok,2881756,ok,2903420,ok,2926592,ok,2954157,ok,2979161,ok,3001502,ok,3015132,ok,3034719,ok,3055135,ok,3071427,ok,3087068,ok
NR,TOTAL,T,FR,1343964,ok,1347387,ok,1350682,ok,1354104,ok,1357668,ok,1360461,ok,1362367,ok,1363392,ok,1364156,ok,1368536,ok,1370432,ok,1371820,ok
NR,TOTAL,T,FR,6174040,ok,6230691,ok,6283541,ok,6341160,ok,6399927,ok,6460505,ok,6515331,ok,6553497,ok,6584131,ok,6625923,ok,6660101,ok,6692326,ok
NR,TOTAL,T,FR,4889053,ok,4899155,ok,4916069,ok,4935576,ok,4953675,ok,4983438,ok,5007977,ok,5021928,ok,5030890,ok,5052832,ok,5065696,ok,5077582,ok
NR,TOTAL,T,FR,305674,ok,309693,ok,314486,ok,316257,ok,320208,ok,324212,ok,327283,ok,330455,ok,334938,ok,338554,ok,342256,ok,345867,ok
NR,TOTAL,T,FR,,ok,,ok,,ok,,ok,,ok,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok
NR,TOTAL,T,FR,,ok,,ok,,ok,,ok,437713,ok,435293,ok,433674,ok,429856,ok,425587,ok,421694,ok,417161,ok,412682,ok
NR,TOTAL,T,FR,396404,ok,394173,ok,392291,ok,388364,ok,385551,ok,383911,ok,380877,ok,376480,ok,372594,ok,368783,ok,364413,ok,359821,ok
NR,TOTAL,T,FR,224469,ok,229040,ok,237549,ok,239648,ok,244118,ok,252338,ok,259865,ok,269352,ok,268700,ok,276128,ok,282107,ok,288086,ok
NR,TOTAL,T,FR,816364,ok,821136,ok,828581,ok,833944,ok,835103,ok,842767,ok,850727,ok,852924,ok,853659,ok,855961,ok,856547,ok,856858,ok
NR,TOTAL,T,FR,,ok,,ok,,ok,,ok,,ok,223713,ok,232189,ok,240987,ok,250143,ok,259621,ok,269186,ok,278926,ok
NR,TOTAL,T,HR,1415015,ok,1415971,ok,1413426,ok,1410551,ok,1407798,ok,1405908,ok,1402229,ok,1394290,ok,1387363,ok,1378339,ok,1374071,ok,1373802,ok
NR,TOTAL,T,HR,2894781,ok,2886876,ok,2876431,ok,2865433,ok,2854342,ok,2840901,ok,2823087,ok,2796379,ok,2766850,ok,2727154,ok,2702175,ok,2684363,ok
NR,TOTAL,T,HU,1712210,ok,1721556,ok,1733685,ok,1727495,b,1735711,ok,1744665,ok,1757618,ok,1759407,ok,1752704,ok,1749734,ok,1752286,ok,1750216,ok
NR,TOTAL,T,HU,1213290,ok,1229880,ok,1237561,ok,1213323,b,1218172,ok,1220748,ok,1226115,ok,1234541,ok,1247372,ok,1261864,ok,1278874,ok,1297102,ok
NR,TOTAL,T,HU,1103132,ok,1098654,ok,1094104,ok,1079589,b,1074702,ok,1069190,ok,1063408,ok,1060703,ok,1056097,ok,1055570,ok,1058236,ok,1060755,ok
NR,TOTAL,T,HU,998187,ok,996390,ok,994698,ok,984399,b,985279,ok,984521,ok,983925,ok,983933,ok,983251,ok,985457,ok,989343,ok,994549,ok
NR,TOTAL,T,HU,952982,ok,947986,ok,940585,ok,931215,b,925180,ok,917492,ok,909130,ok,900868,ok,894223,ok,886840,ok,879596,ok,874573,ok
NR,TOTAL,T,HU,1223238,ok,1209142,ok,1194697,ok,1200831,b,1189441,ok,1176894,ok,1164813,ok,1153714,ok,1143902,ok,1134945,ok,1126360,ok,1118577,ok
NR,TOTAL,T,HU,1502409,ok,1492502,ok,1481922,ok,1498795,b,1491659,ok,1484375,ok,1479522,ok,1474383,ok,1468088,ok,1460096,ok,1450960,ok,1442660,ok
NR,TOTAL,T,HU,1325527,ok,1318214,ok,1308470,ok,1296278,b,1288654,ok,1279480,ok,1271040,ok,1262936,ok,1251924,ok,1243865,ok,1237101,ok,1231094,ok
NR,TOTAL,T,HU,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok,0,ok
NR,TOTAL,T,IE,,ok,,ok,,ok,832082,ok,834236,ok,833748,ok,833830,ok,839204,ok,848383,ok,856252,ok,867947,e,877832,ok
NR,TOTAL,T,IE,,ok,,ok,,ok,1547097,ok,1556247,ok,1563179,ok,1567206,ok,1575504,ok,1591718,ok,1604865,ok,1624381,e,1641057,ok
NR,TOTAL,T,IE,,ok,,ok,,ok,2210108,ok,2219296,ok,2240925,ok,2276591,ok,2311578,ok,2344282,ok,2369275,ok,2411912,e,2445551,ok
NR,TOTAL,T,IS,319368,ok,317630,ok,318452,ok,319575,ok,321857,ok,325671,ok,329100,ok,332529,ok,338349,ok,348450,ok,356991,ok,364134,ok
NR,TOTAL,T,IT,4356322,ok,4362041,ok,4364309,ok,4357663,ok,4374052,ok,4436798,ok,4424467,ok,4404246,ok,4392526,ok,4375865,ok,4328565,b,4311217,ok
NR,TOTAL,T,IT,126369,ok,126686,ok,126761,ok,126620,ok,127844,ok,128591,ok,128298,ok,127329,ok,126883,ok,126202,ok,125653,b,125034,ok
NR,TOTAL,T,IT,1577301,ok,1576443,ok,1574132,ok,1567339,ok,1565127,ok,1591939,ok,1583263,ok,1571053,ok,1565307,ok,1556981,ok,1532980,b,1524826,ok
NR,TOTAL,T,IT,9545515,ok,9600951,ok,9663872,ok,9700881,ok,9794525,ok,9973397,ok,10002615,ok,10008349,ok,10019166,ok,10036258,ok,10010833,b,10027602,ok
NR,TOTAL,T,IT,1306029,ok,1307778,ok,1307273,ok,1306416,ok,1312507,ok,1333939,ok,1331574,ok,1326513,ok,1322247,ok,1315196,ok,1300645,b,1293941,ok
NR,TOTAL,T,IT,316955,ok,315536,ok,314342,ok,313145,ok,313341,ok,314725,ok,313348,ok,312027,ok,310449,ok,308493,ok,303790,b,300516,ok
NR,TOTAL,T,IT,5750382,ok,5758375,ok,5765850,ok,5764424,ok,5769750,ok,5869965,ok,5861529,ok,5850850,ok,5839084,ok,5826860,ok,5740291,b,5712143,ok
NR,TOTAL,T,IT,4043827,ok,4048007,ok,4053668,ok,4050072,ok,4050803,ok,4090266,ok,4090105,ok,4077166,ok,4063888,ok,4048242,ok,3975528,b,3953305,ok
NR,TOTAL,T,IT,583556,ok,581140,ok,579358,ok,577562,ok,576194,ok,578391,ok,576619,ok,573694,ok,570365,ok,567118,ok,558587,b,553254,ok
NR,TOTAL,T,IT,1970780,ok,1966336,ok,1962856,ok,1958418,ok,1958238,ok,1980533,ok,1976631,ok,1970521,ok,1965128,ok,1956687,ok,1912021,b,1894110,ok
NR,TOTAL,T,IT,4990588,ok,4997429,ok,5005657,ok,4999854,ok,4999932,ok,5094937,ok,5092080,ok,5074261,ok,5056641,ok,5026989,ok,4908548,b,4875290,ok
NR,TOTAL,T,IT,1642583,ok,1641347,ok,1641681,ok,1637846,ok,1640379,ok,1663859,ok,1663286,ok,1658138,ok,1653135,ok,1648176,ok,1622257,b,1611621,ok
NR,TOTAL,T,IT,494559,ok,498315,ok,501815,ok,504708,ok,509626,ok,515714,ok,518518,ok,520891,ok,524256,ok,527750,ok,530313,b,532644,ok
NR,TOTAL,T,IT,514881,ok,518796,ok,522486,ok,524877,ok,530308,ok,536237,ok,537416,ok,538223,ok,538604,ok,539898,ok,543721,b,545425,ok
NR,TOTAL,T,IT,4827619,ok,4841933,ok,4851958,ok,4853657,ok,4881756,ok,4926818,ok,4927596,ok,4915123,ok,4907529,ok,4905037,ok,4884590,b,4879133,ok
NR,TOTAL,T,IT,1221392,ok,1221569,ok,1220849,ok,1217780,ok,1221860,ok,1229363,ok,1227122,ok,1221218,ok,1217872,ok,1215538,ok,1210414,b,1206216,ok
NR,TOTAL,T,IT,4277139,ok,4306684,ok,4331343,ok,4341240,ok,4377487,ok,4446354,ok,4450508,ok,4448146,ok,4448841,ok,4452629,ok,4459453,b,4464119,ok
NR,TOTAL,T,IT,3641389,ok,3657340,ok,3668948,ok,3667780,ok,3692828,ok,3750511,ok,3752654,ok,3744398,ok,3742437,ok,3736968,ok,3701343,b,3692555,ok
NR,TOTAL,T,IT,875261,ok,880202,ok,884010,ok,883215,ok,886239,ok,896742,ok,894762,ok,891181,ok,888908,ok,884640,ok,873744,b,870165,ok
NR,TOTAL,T,IT,1536302,ok,1540272,ok,1541950,ok,1540688,ok,1545155,ok,1553138,ok,1550796,ok,1543752,ok,1538055,ok,1531753,ok,1520321,b,1512672,ok
NR,TOTAL,T,IT,5401837,ok,5442963,ok,5481572,ok,5500022,ok,5557276,ok,5870451,ok,5892425,ok,5888472,ok,5898124,ok,5896693,ok,5773076,b,5755700,ok
NR,TOTAL,T,LI,35589,ok,35894,ok,36149,ok,36475,ok,36838,ok,37129,ok,37366,ok,37622,ok,37810,ok,38114,ok,38378,ok,38747,ok
NR,TOTAL,T,LT,826445,ok,824193,ok,811515,ok,805915,ok,806308,ok,806106,ok,807523,ok,805380,ok,805173,ok,805367,ok,810538,ok,820511,ok
NR,TOTAL,T,LT,2357411,ok,2317783,ok,2241073,ok,2197726,ok,2165597,ok,2137366,ok,2113739,ok,2083178,ok,2042731,ok,2003534,ok,1983646,ok,1973579,ok
NR,TOTAL,T,LU,493500,ok,502066,ok,511840,ok,524853,ok,537039,ok,549680,ok,562958,ok,576249,ok,590667,b,602005,ok,613894,ok,626108,ok
NR,TOTAL,T,LV,2162834,ok,2120504,ok,2074605,ok,2044813,ok,2023825,ok,2001468,ok,1986096,ok,1968957,ok,1950116,ok,1934379,ok,1919968,ok,1907675,ok
NR,TOTAL,T,ME,617157,ok,619001,ok,619850,ok,620308,ok,620893,ok,621521,ok,622099,ok,622218,ok,622387,ok,622359,ok,622182,ok,621873,ok
NR,TOTAL,T,MK,2048619,ok,2052722,ok,2057284,ok,2059794,p,2062294,ok,2065410,ok,2068864,ok,2070998,ok,2073483,ok,2075108,ok,2076953,ok,2076087,ok
NR,TOTAL,T,MK,,ok,,ok,,ok,,ok,,ok,359,ok,308,ok,280,ok,219,ok,193,ok,179,ok,168,ok
NR,TOTAL,T,MT,410926,ok,414027,ok,414989,ok,417546,ok,422509,ok,429424,ok,439691,ok,450415,ok,460297,ok,475701,ok,493559,ok,514564,ok
NR,TOTAL,T,NL,574092,ok,576668,ok,579036,ok,580875,ok,581705,ok,582728,ok,583942,ok,583721,ok,583581,ok,582944,ok,583990,ok,585866,ok
NR,TOTAL,T,NL,644811,ok,646305,ok,647282,ok,647214,ok,646862,ok,646317,ok,646257,ok,646040,ok,646874,ok,647268,ok,647672,ok,649957,ok
NR,TOTAL,T,NL,489918,ok,490981,ok,491411,ok,490807,ok,489918,ok,488988,ok,488576,ok,488629,ok,491792,ok,492100,ok,492167,ok,493682,ok
NR,TOTAL,T,NL,1125435,ok,1130345,ok,1134465,ok,1137668,ok,1139350,ok,1139697,ok,1140652,ok,1144280,ok,1147687,ok,1151501,ok,1156431,ok,1162406,ok
NR,TOTAL,T,NL,1991062,ok,1998936,ok,2004671,ok,2010745,ok,2015791,ok,2019692,ok,2026578,ok,2035351,ok,2047901,ok,2060103,ok,2071972,ok,2085952,ok
NR,TOTAL,T,NL,383449,ok,387881,ok,391967,ok,395525,ok,398441,ok,399893,ok,401791,ok,404068,ok,407818,ok,411670,ok,416546,ok,423021,ok
NR,TOTAL,T,NL,1210869,ok,1220910,ok,1228794,ok,1237117,ok,1245294,ok,1253672,ok,1263572,ok,1273613,ok,1284504,ok,1295484,ok,1306912,ok,1319231,ok
NR,TOTAL,T,NL,2646445,ok,2669084,ok,2691477,ok,2709822,ok,2724300,ok,2741369,ok,2761929,ok,2784854,ok,2809483,ok,2831182,ok,2853359,ok,2879527,ok
NR,TOTAL,T,NL,3481558,ok,3505611,ok,3528324,ok,3552407,ok,3563935,ok,3577032,ok,3600011,ok,3622303,ok,3650222,ok,3681044,ok,3709139,ok,3744299,ok
NR,TOTAL,T,NL,380984,ok,381409,ok,381530,ok,381407,ok,381077,ok,380621,ok,380726,ok,381252,ok,381568,ok,382304,ok,383032,ok,383488,ok
NR,TOTAL,T,NL,2434560,ok,2444158,ok,2454215,ok,2463686,ok,2471011,ok,2479274,ok,2488751,ok,2498749,ok,2512531,ok,2528286,ok,2544806,ok,2562955,ok
NR,TOTAL,T,NL,1122604,ok,1122701,ok,1122627,ok,1123075,ok,1121891,ok,1120006,ok,1117941,ok,1116260,ok,1117546,ok,1117198,ok,1116137,ok,1117201,ok
NR,TOTAL,T,NO,1103100,ok,1123359,ok,1144883,ok,1169539,ok,1190365,ok,1209992,ok,1232854,ok,1251687,ok,1271127,ok,1287495,ok,1305122,ok,1326682,ok
NR,TOTAL,T,NO,374359,ok,375925,ok,377709,ok,379938,ok,380973,ok,382230,ok,383985,ok,384221,ok,385669,ok,386836,ok,386951,ok,387285,ok
NR,TOTAL,T,NO,919900,ok,928852,ok,938827,ok,949963,ok,960653,ok,969415,ok,976682,ok,984764,ok,992962,ok,999639,ok,1005070,ok,1011472,ok
NR,TOTAL,T,NO,696166,ok,706823,ok,718543,ok,728934,ok,741284,ok,751632,ok,762031,ok,768179,ok,772813,ok,777279,ok,780898,ok,787123,ok
NR,TOTAL,T,NO,824865,ok,835517,ok,845886,ok,855399,ok,866239,ok,875475,ok,884316,ok,890719,ok,896503,ok,899627,ok,901689,ok,905335,ok
NR,TOTAL,T,NO,417437,ok,422102,ok,426206,ok,431340,ok,437198,ok,441193,ok,445838,ok,449457,ok,454596,ok,458742,ok,462032,ok,465136,ok
NR,TOTAL,T,NO,463425,ok,465621,ok,468251,ok,470757,ok,474563,ok,478033,ok,480787,ok,481694,ok,484647,ok,486001,ok,486450,ok,484547,ok
NR,TOTAL,T,PL,3287136,ok,3280603,b,3293551,ok,3303061,ok,3310450,ok,3316097,ok,3324579,ok,3330031,ok,3339803,ok,3349498,ok,3360545,ok,3371956,ok
NR,TOTAL,T,PL,4645665,ok,4590630,b,4585758,ok,4576485,ok,4566039,ok,4548177,ok,4535705,ok,4520567,ok,4510528,ok,4500863,ok,4488998,ok,4475460,ok
NR,TOTAL,T,PL,3397617,ok,3410721,b,3422705,ok,3430702,ok,3437751,ok,3441440,ok,3447689,ok,3450966,ok,3457473,ok,3465605,ok,3473172,ok,3479525,ok
NR,TOTAL,T,PL,1692957,ok,1696985,b,1697166,ok,1695822,ok,1694560,ok,1691400,ok,1688486,ok,1684025,ok,1681246,ok,1678873,ok,1675502,ok,1671605,ok
NR,TOTAL,T,PL,1008962,ok,1009605,b,1010700,ok,1010421,ok,1010582,ok,1008564,ok,1007442,ok,1005159,ok,1004892,ok,1004127,ok,1003310,ok,1001411,ok
NR,TOTAL,T,PL,2877059,ok,2876509,b,2878103,ok,2876855,ok,2875180,ok,2869579,ok,2868338,ok,2864624,ok,2866218,ok,2865358,ok,2865072,ok,2864809,ok
NR,TOTAL,T,PL,1033040,ok,975283,b,972986,ok,969541,ok,966167,ok,960226,ok,956913,ok,952557,ok,950710,ok,948808,ok,946038,ok,942233,ok
NR,TOTAL,T,PL,2067918,ok,2074489,b,2075129,ok,2074398,ok,2072655,ok,2068417,ok,2065846,ok,2062006,ok,2060575,ok,2059748,ok,2055433,ok,2050976,ok
NR,TOTAL,T,PL,1427073,ok,1428496,b,1428620,ok,1427162,ok,1425897,ok,1421264,ok,1418541,ok,1414734,ok,1410641,ok,1408415,ok,1404441,ok,1399038,ok
NR,TOTAL,T,PL,2219512,ok,2234955,b,2245568,ok,2253048,ok,2259485,ok,2264817,ok,2271559,ok,2277059,ok,2285800,ok,2294926,ok,2305077,ok,2316135,ok
NR,TOTAL,T,PL,,ok,,ok,,ok,,ok,,ok,2498861,ok,2489844,ok,2479350,ok,2471620,ok,2462448,ok,2453167,ok,2442685,ok
NR,TOTAL,T,PL,,ok,,ok,,ok,,ok,,ok,1253041,ok,1247951,ok,1241895,ok,1237518,ok,1232016,ok,1226243,ok,1218743,ok
NR,TOTAL,T,PL,,ok,,ok,,ok,,ok,,ok,2134413,ok,2126310,ok,2118528,ok,2112787,ok,2105442,ok,2097294,ok,2088292,ok
NR,TOTAL,T,PL,,ok,,ok,,ok,,ok,,ok,2083546,ok,2084264,ok,2083496,ok,2084722,ok,2085877,ok,2086135,ok,2084447,ok
NR,TOTAL,T,PL,,ok,,ok,,ok,,ok,,ok,1165447,ok,1162369,ok,1158945,ok,1156947,ok,1154856,ok,1152074,ok,1149389,ok
NR,TOTAL,T,PL,,ok,,ok,,ok,,ok,,ok,2937140,ok,2960058,ok,2979942,ok,3002278,ok,3025034,ok,3053104,ok,3082399,ok
NR,TOTAL,T,PL,,ok,,ok,,ok,,ok,,ok,2355427,ok,2349720,ok,2343325,ok,2339206,ok,2334793,ok,2327207,ok,2319035,ok
NR,TOTAL,T,PT,3712554,ok,3705980,ok,3693585,b,3687224,ok,3666234,ok,3644195,ok,3621785,e,3603778,e,3584575,ok,3576205,ok,3572583,ok,3575338,ok
NR,TOTAL,T,PT,440088,ok,445824,ok,451304,b,446140,ok,444390,ok,442358,ok,441468,e,441929,e,441469,ok,439617,ok,438864,ok,438406,ok
NR,TOTAL,T,PT,2341807,ok,2337787,ok,2331642,b,2316169,ok,2298938,ok,2281164,ok,2263992,e,2256364,e,2243934,ok,2231346,ok,2216569,ok,2217285,ok
NR,TOTAL,T,PT,2792105,ok,2808205,ok,2822761,b,2827050,ok,2818388,ok,2807525,ok,2809168,e,2812678,e,2821349,ok,2833679,ok,2846332,ok,2863272,ok
NR,TOTAL,T,PT,764652,ok,762068,ok,758707,b,754385,ok,748699,ok,743306,ok,733370,e,724391,e,718087,ok,711950,ok,705478,ok,704558,ok
NR,TOTAL,T,PT,246670,ok,246900,ok,246757,b,247194,ok,247549,ok,247440,ok,246353,e,245766,e,245283,ok,243862,ok,242846,ok,242796,ok
NR,TOTAL,T,PT,265138,ok,266715,ok,267965,b,264236,ok,263091,ok,261313,ok,258686,e,256424,e,254876,ok,254368,ok,253945,ok,254254,ok
NR,TOTAL,T,RO,2721468,ok,2719719,ok,2717532,ok,2598877,b,2594823,ok,2590220,ok,2585543,ok,2576567,ok,2568282,ok,2560504,ok,2552112,ok,2547429,e
NR,TOTAL,T,RO,2526062,ok,2524418,ok,2522692,ok,2360578,b,2359405,ok,2355312,ok,2350147,ok,2341964,ok,2332785,ok,2325371,ok,2318272,ok,2314826,e
NR,TOTAL,T,RO,3717621,ok,3712396,ok,3703283,ok,3294204,b,3278798,ok,3273367,ok,3269598,ok,3256734,ok,3239540,ok,3222732,ok,3198564,ok,3184215,e
NR,TOTAL,T,RO,2818346,ok,2811218,ok,2802532,ok,2538949,b,2523354,ok,2509094,ok,2492352,ok,2469868,ok,2447270,ok,2423059,ok,2396171,ok,2377101,e
NR,TOTAL,T,RO,3279786,ok,3267270,ok,3253712,ok,3128799,b,3108150,ok,3085095,ok,3061286,ok,3031555,ok,3003394,ok,2965415,ok,2929832,ok,2901376,e
NR,TOTAL,T,RO,2253093,ok,2261698,ok,2267419,ok,2279145,b,2282244,ok,2282968,ok,2284200,ok,2288203,ok,2287208,ok,2302291,ok,2315173,ok,2322002,e
NR,TOTAL,T,RO,2257752,ok,2246033,ok,2232814,ok,2067357,b,2048702,ok,2033360,ok,2015766,ok,1993482,ok,1972979,ok,1949813,ok,1926860,ok,1910409,e
NR,TOTAL,T,RO,1924488,ok,1919434,ok,1913831,ok,1828087,b,1824598,ok,1817895,ok,1811755,ok,1802212,ok,1792491,ok,1784296,ok,1777474,ok,1771480,e
NR,TOTAL,T,RS,,ok,,ok,,ok,,ok,,ok,,ok,,ok,,ok,1685797,ok,1688466,ok,1691919,ok,1696192,ok
NR,TOTAL,T,RS,,ok,,ok,,ok,,ok,,ok,,ok,,ok,,ok,1876215,ok,1866815,ok,1856911,ok,1847274,ok
NR,TOTAL,T,RS,,ok,,ok,,ok,,ok,,ok,,ok,,ok,,ok,1949486,ok,1932780,ok,1916855,ok,1900429,ok
NR,TOTAL,T,RS,,ok,,ok,,ok,,ok,,ok,,ok,,ok,,ok,1528774,ok,1513383,ok,1498079,ok,1482810,ok
NR,TOTAL,T,SE,1981263,ok,2019182,ok,2054343,ok,2091473,ok,2127006,ok,2163042,ok,2198044,ok,2231439,ok,2269060,ok,2308143,ok,2344124,ok,2377081,ok
NR,TOTAL,T,SE,1545587,ok,1558292,ok,1569248,ok,1578097,ok,1589821,ok,1605347,ok,1621566,ok,1638825,ok,1664145,ok,1687810,ok,1708813,ok,1727398,ok
NR,TOTAL,T,SE,807871,ok,810066,ok,811611,ok,812948,ok,815792,ok,819426,ok,826243,ok,834276,ok,847667,ok,856887,ok,864630,ok,870200,ok
NR,TOTAL,T,SE,1367017,ok,1383653,ok,1396556,ok,1405912,ok,1415403,ok,1426826,ok,1443065,ok,1459880,ok,1483018,ok,1504060,ok,1521848,ok,1537433,ok
NR,TOTAL,T,SE,1851702,ok,1866283,ok,1879781,ok,1892328,ok,1904563,ok,1921924,ok,1942677,ok,1963466,ok,1992116,ok,2015607,ok,2039166,ok,2059729,ok
NR,TOTAL,T,SE,825149,ok,825931,ok,826820,ok,825431,ok,826272,ok,829134,ok,833585,ok,838747,ok,848451,ok,852201,ok,855220,ok,857762,ok
NR,TOTAL,T,SE,370269,ok,369708,ok,369316,ok,368454,ok,368182,ok,368617,ok,369826,ok,371273,ok,374245,ok,375774,ok,375733,ok,376157,ok
NR,TOTAL,T,SE,507489,ok,507567,ok,507895,ok,508212,ok,508854,ok,510548,ok,512349,ok,513111,ok,516451,ok,519760,ok,520651,ok,521829,ok
NR,TOTAL,T,SI,1095836,ok,1099674,ok,1098506,ok,1099196,ok,1097198,ok,1094709,ok,1093545,ok,1092193,ok,1091159,ok,1089717,ok,1094435,ok,1100012,ok
NR,TOTAL,T,SI,936526,ok,947302,ok,951683,ok,956300,ok,961623,ok,966376,ok,969329,ok,971995,ok,974736,ok,977163,ok,986473,ok,995849,ok
NR,TOTAL,T,SK,594966,ok,597999,ok,599931,ok,606537,ok,612682,ok,618380,ok,625167,ok,633288,ok,641892,ok,650838,ok,659598,ok,669592,ok
NR,TOTAL,T,SK,1845563,ok,1842763,ok,1838786,ok,1839259,ok,1838136,ok,1836664,ok,1834832,ok,1832159,ok,1830751,ok,1828428,ok,1826145,ok,1823792,ok
NR,TOTAL,T,SK,1349903,ok,1350286,ok,1349286,ok,1349729,ok,1348611,ok,1347233,ok,1345808,ok,1343458,ok,1342287,ok,1340811,ok,1339242,ok,1336785,ok
NR,TOTAL,T,SK,1591969,ok,1599362,ok,1604443,ok,1608797,ok,1611407,ok,1613672,ok,1615542,ok,1617347,ok,1620413,ok,1623043,ok,1625436,ok,1627704,ok
NR,TOTAL,T,TR,12697164,ok,12915158,ok,13255685,ok,13624240,ok,13854740,ok,14160467,ok,14377018,ok,14657434,ok,14804116,ok,15029231,ok,15067724,ok,15519267,ok
NR,TOTAL,T,TR,1502358,ok,1511952,ok,1521328,ok,1569388,ok,1593247,ok,1613616,ok,1650735,ok,1687420,ok,1726260,ok,1768368,ok,1802315,ok,1831151,ok
NR,TOTAL,T,TR,1605067,ok,1617820,ok,1642720,ok,1640759,ok,1654422,ok,1665089,ok,1700847,ok,1700029,ok,1715969,ok,1735241,ok,1767237,ok,1770777,ok
NR,TOTAL,T,TR,3795978,ok,3868308,ok,3948848,ok,3965232,ok,4005459,ok,4061074,ok,4113072,ok,4168415,ok,4223545,ok,4279677,ok,4320519,ok,4367251,ok
NR,TOTAL,T,TR,2674760,ok,2707898,ok,2739188,ok,2779765,ok,2808243,ok,2851086,ok,2915188,ok,2955825,ok,2997720,ok,3038325,ok,3093015,ok,3131322,ok
NR,TOTAL,T,TR,2914110,ok,2940947,ok,3005558,ok,2942695,ok,2965800,ok,2985153,ok,2995289,ok,3013892,ok,3043846,ok,3065961,ok,3100666,ok,3119860,ok
NR,TOTAL,T,TR,3442871,ok,3508133,ok,3595460,ok,3637222,ok,3682037,ok,3749582,ok,3809784,ok,3881624,ok,3964535,ok,4019116,ok,4089156,ok,4163022,ok
NR,TOTAL,T,TR,3136555,ok,3193210,ok,3246147,ok,3315463,ok,3376330,ok,3448702,ok,3522353,ok,3617728,ok,3719652,ok,3805481,ok,3878979,ok,3961953,ok
NR,TOTAL,T,TR,4548939,ok,4650802,ok,4771716,ok,4890893,ok,4965542,ok,5045083,ok,5150072,ok,5270575,ok,5346518,ok,5445026,ok,5503985,ok,5639076,ok
NR,TOTAL,T,TR,2200013,ok,2224547,ok,2246478,ok,2272560,ok,2287705,ok,2317164,ok,2349170,ok,2372740,ok,2406913,ok,2426821,ok,2457522,ok,2485653,ok
NR,TOTAL,T,TR,2514175,ok,2592075,ok,2685499,ok,2705254,ok,2763541,ok,2833306,ok,2898240,ok,2968561,ok,3017280,ok,3063005,ok,3137694,ok,3227410,ok
NR,TOTAL,T,TR,3629227,ok,3703114,ok,3733124,ok,3776744,ok,3808483,ok,3855034,ok,3892850,ok,3928388,ok,3975522,ok,4010406,ok,4034593,ok,4078365,ok
NR,TOTAL,T,TR,2907289,ok,2957713,ok,3004608,ok,3013790,ok,3038983,ok,3077753,ok,3115681,ok,3142990,ok,3189974,ok,3230573,ok,3289122,ok,3321755,ok
NR,TOTAL,T,TR,1492804,ok,1504789,ok,1496296,ok,1495630,ok,1501311,ok,1510080,ok,1508199,ok,1515228,ok,1546995,ok,1560774,ok,1603688,ok,1608193,ok
