VehicleType,Country,Year,Percentage
CAR,EU28,2013,82.4
CAR,FI,2013,84.9
CAR,FR,2013,81.4
CAR,HR,2013,85.5
CAR,HU,2013,67.5
CAR,IE,2013,83.2
CAR,IS,2013,88.6
CAR,IT,2013,79.7
CAR,LT,2013,91.4
CAR,LU,2013,82.8
CAR,LV,2013,77.3
CAR,ME,2013,95.7
CAR,MK,2013,79
CAR,MT,2013,83
CAR,NL,2013,86
CAR,NO,2013,89.8
CAR,PL,2013,78.0
CAR,PT,2013,89.4
CAR,RO,2013,78.9
CAR,RS,2013,83.8
CAR,SE,2013,83.4
CAR,SI,2013,86.3
CAR,SK,2013,77.8
CAR,TR,2013,63.7
CAR,UK,2013,86.1
TRN,AT,2013,12.4
TRN,BE,2013,8.2
TRN,BG,2013,2.9
TRN,CH,2013,19.3
TRN,CZ,2013,8.5
TRN,DE,2013,8.5
TRN,DK,2013,10.3
TRN,EE,2013,1.6
TRN,EL,2013,0.9
TRN,ES,2013,6.1
TRN,EU27_2020,2013,7.7
TRN,EU28,2013,7.8
TRN,FI,2013,5.3
TRN,FR,2013,10.5
TRN,HR,2013,3.1
TRN,HU,2013,10.2
TRN,IE,2013,2.7
TRN,IT,2013,6.3
TRN,LT,2013,0.8
TRN,LU,2013,4.8
TRN,LV,2013,4.7
TRN,ME,2013,1.7
TRN,MK,2013,1
TRN,NL,2013,11.3
TRN,NO,2013,4.8
TRN,PL,2013,6.7
TRN,PT,2013,4
TRN,RO,2013,4.3
TRN,RS,2013,1.9
TRN,SE,2013,9.1
TRN,SI,2013,2.3
TRN,SK,2013,7.1
TRN,TR,2013,1.4
TRN,UK,2013,8.3
TRN_BUS_TOT_AVD,AT,2013,21.6
TRN_BUS_TOT_AVD,BE,2013,20.2
TRN_BUS_TOT_AVD,BG,2013,17
TRN_BUS_TOT_AVD,CH,2013,25
TRN_BUS_TOT_AVD,CY,2013,18.5
TRN_BUS_TOT_AVD,CZ,2013,26.4
TRN_BUS_TOT_AVD,DE,2013,14.2
TRN_BUS_TOT_AVD,DK,2013,20.1
TRN_BUS_TOT_AVD,EE,2013,19
TRN_BUS_TOT_AVD,EL,2013,18.7
TRN_BUS_TOT_AVD,ES,2013,19.3
TRN_BUS_TOT_AVD,EU27_2020,2013,18.1
TRN_BUS_TOT_AVD,EU28,2013,17.6
TRN_BUS_TOT_AVD,FI,2013,15.1
TRN_BUS_TOT_AVD,FR,2013,18.6
TRN_BUS_TOT_AVD,HR,2013,14.5
TRN_BUS_TOT_AVD,HU,2013,32.5
TRN_BUS_TOT_AVD,IE,2013,16.8
TRN_BUS_TOT_AVD,IS,2013,11.4
TRN_BUS_TOT_AVD,IT,2013,20.3
TRN_BUS_TOT_AVD,LT,2013,8.6
TRN_BUS_TOT_AVD,LU,2013,17.2
TRN_BUS_TOT_AVD,LV,2013,22.7
TRN_BUS_TOT_AVD,ME,2013,4.3
TRN_BUS_TOT_AVD,MK,2013,21
TRN_BUS_TOT_AVD,MT,2013,17
TRN_BUS_TOT_AVD,NL,2013,14
TRN_BUS_TOT_AVD,NO,2013,10.2
TRN_BUS_TOT_AVD,PL,2013,22.0
TRN_BUS_TOT_AVD,PT,2013,10.6
TRN_BUS_TOT_AVD,RO,2013,21.1
TRN_BUS_TOT_AVD,RS,2013,16.2
TRN_BUS_TOT_AVD,SE,2013,16.6
TRN_BUS_TOT_AVD,SI,2013,13.7
TRN_BUS_TOT_AVD,SK,2013,22.2
TRN_BUS_TOT_AVD,TR,2013,36.3
TRN_BUS_TOT_AVD,UK,2013,13.9
BUS_TOT,AT,2012,9.3
BUS_TOT,BE,2012,12.9
BUS_TOT,BG,2012,14.8
BUS_TOT,CH,2012,5.7
BUS_TOT,CY,2012,18.7
BUS_TOT,CZ,2012,17.7
BUS_TOT,DE,2012,5.7
BUS_TOT,DK,2012,9.8
BUS_TOT,EE,2012,16.8
BUS_TOT,EL,2012,17.7
BUS_TOT,ES,2012,13.7
BUS_TOT,EU27_2020,2012,10
BUS_TOT,EU28,2012,9.4
BUS_TOT,FI,2012,9.8
BUS_TOT,FR,2012,5.4
BUS_TOT,HR,2012,10.7
BUS_TOT,HU,2012,22.3
BUS_TOT,IE,2012,14.4
BUS_TOT,IS,2012,11.4
BUS_TOT,IT,2012,14.7
BUS_TOT,LT,2012,7.3
BUS_TOT,LU,2012,12.4
BUS_TOT,LV,2012,18.3
BUS_TOT,ME,2012,2.7
BUS_TOT,MK,2012,21.2
BUS_TOT,MT,2012,17.5
BUS_TOT,NL,2012,2.7
BUS_TOT,NO,2012,5.6
BUS_TOT,PL,2012,16.0
BUS_TOT,PT,2012,6.4
BUS_TOT,RO,2012,17.2
BUS_TOT,RS,2012,14.6
BUS_TOT,SE,2012,7.3
BUS_TOT,SI,2012,11.1
BUS_TOT,SK,2012,15.6
BUS_TOT,TR,2012,36.6
BUS_TOT,UK,2012,5.8
CAR,AT,2012,78.8
CAR,BE,2012,79.3
CAR,BG,2012,82.1
CAR,CH,2012,75
CAR,CY,2012,81.3
CAR,CZ,2012,74.0
CAR,DE,2012,85.4
CAR,DK,2012,80.0
CAR,EE,2012,81.4
CAR,EL,2012,81.6
CAR,ES,2012,80.7
CAR,EU27_2020,2012,82.4
CAR,EU28,2012,82.9
CAR,FI,2012,84.9
CAR,FR,2012,85.1
CAR,HR,2012,85.8
CAR,HU,2012,67.6
CAR,IE,2012,82.8
CAR,IS,2012,88.6
CAR,IT,2012,78.9
CAR,LT,2012,91.9
CAR,LU,2012,83
CAR,LV,2012,76.9
CAR,ME,2012,95.8
CAR,MK,2012,77.3
CAR,MT,2012,82.5
CAR,NL,2012,86.6
CAR,NO,2012,89.8
CAR,PL,2012,76.8
CAR,PT,2012,89.5
CAR,RO,2012,78.2
CAR,RS,2012,83.7
CAR,SE,2012,83.6
CAR,SI,2012,86.7
CAR,SK,2012,77.3
CAR,TR,2012,61.6
CAR,UK,2012,86.1
TRN,AT,2012,11.9
TRN,BE,2012,7.8
TRN,BG,2012,3.1
TRN,CH,2012,19.2
TRN,CZ,2012,8.3
TRN,DE,2012,8.9
TRN,DK,2012,10.2
TRN,EE,2012,1.8
TRN,EL,2012,0.7
TRN,ES,2012,5.6
TRN,EU27_2020,2012,7.6
TRN,EU28,2012,7.7
TRN,FI,2012,5.3
TRN,FR,2012,9.5
TRN,HR,2012,3.5
TRN,HU,2012,10.1
TRN,IE,2012,2.8
TRN,IT,2012,6.4
TRN,LT,2012,0.7
TRN,LU,2012,4.6
TRN,LV,2012,4.8
TRN,ME,2012,1.5
TRN,MK,2012,1.5
TRN,NL,2012,10.7
TRN,NO,2012,4.6
TRN,PL,2012,7.2
TRN,PT,2012,4.1
TRN,RO,2012,4.6
TRN,RS,2012,1.7
TRN,SE,2012,9.1
TRN,SI,2012,2.3
TRN,SK,2012,7.1
TRN,TR,2012,1.7
TRN,UK,2012,8.1
TRN_BUS_TOT_AVD,AT,2012,21.2
TRN_BUS_TOT_AVD,BE,2012,20.7
TRN_BUS_TOT_AVD,BG,2012,17.9
TRN_BUS_TOT_AVD,CH,2012,25
TRN_BUS_TOT_AVD,CY,2012,18.7
TRN_BUS_TOT_AVD,CZ,2012,26.0
TRN_BUS_TOT_AVD,DE,2012,14.6
TRN_BUS_TOT_AVD,DK,2012,20.0
TRN_BUS_TOT_AVD,EE,2012,18.6
TRN_BUS_TOT_AVD,EL,2012,18.4
TRN_BUS_TOT_AVD,ES,2012,19.3
TRN_BUS_TOT_AVD,EU27_2020,2012,17.6
TRN_BUS_TOT_AVD,EU28,2012,17.1
TRN_BUS_TOT_AVD,FI,2012,15.1
TRN_BUS_TOT_AVD,FR,2012,14.9
TRN_BUS_TOT_AVD,HR,2012,14.2
TRN_BUS_TOT_AVD,HU,2012,32.4
TRN_BUS_TOT_AVD,IE,2012,17.2
TRN_BUS_TOT_AVD,IS,2012,11.4
TRN_BUS_TOT_AVD,IT,2012,21.1
TRN_BUS_TOT_AVD,LT,2012,8.1
TRN_BUS_TOT_AVD,LU,2012,17
TRN_BUS_TOT_AVD,LV,2012,23.1
TRN_BUS_TOT_AVD,ME,2012,4.2
TRN_BUS_TOT_AVD,MK,2012,22.7
TRN_BUS_TOT_AVD,MT,2012,17.5
TRN_BUS_TOT_AVD,NL,2012,13.4
TRN_BUS_TOT_AVD,NO,2012,10.2
TRN_BUS_TOT_AVD,PL,2012,23.2
TRN_BUS_TOT_AVD,PT,2012,10.5
TRN_BUS_TOT_AVD,RO,2012,21.8
TRN_BUS_TOT_AVD,RS,2012,16.3
TRN_BUS_TOT_AVD,SE,2012,16.4
TRN_BUS_TOT_AVD,SI,2012,13.3
TRN_BUS_TOT_AVD,SK,2012,22.7
TRN_BUS_TOT_AVD,TR,2012,38.4
TRN_BUS_TOT_AVD,UK,2012,13.9
BUS_TOT,AT,2011,9.4
BUS_TOT,BE,2011,12.8
BUS_TOT,BG,2011,15.9
BUS_TOT,CH,2011,5.7
BUS_TOT,CY,2011,18.3
BUS_TOT,CZ,2011,18.0
BUS_TOT,DE,2011,5.9
BUS_TOT,DK,2011,10.1
BUS_TOT,EE,2011,16.3
BUS_TOT,EL,2011,17.6
BUS_TOT,ES,2011,13.5
BUS_TOT,EU27_2020,2011,9.9
BUS_TOT,EU28,2011,9.4
BUS_TOT,FI,2011,9.8
BUS_TOT,FR,2011,5.4
BUS_TOT,HR,2011,10.5
BUS_TOT,HU,2011,21.5
BUS_TOT,IE,2011,14.6
BUS_TOT,IS,2011,11.4
BUS_TOT,IT,2011,13.2
BUS_TOT,LT,2011,8.3
BUS_TOT,LU,2011,12.5
BUS_TOT,LV,2011,18.9
BUS_TOT,ME,2011,2
BUS_TOT,MK,2011,23.1
BUS_TOT,MT,2011,17.6
BUS_TOT,NL,2011,3
BUS_TOT,NO,2011,7.0
BUS_TOT,PL,2011,15.7
BUS_TOT,PT,2011,6.3
BUS_TOT,RO,2011,16.2
BUS_TOT,RS,2011,14.9
BUS_TOT,SE,2011,7.4
BUS_TOT,SI,2011,11
BUS_TOT,SK,2011,15.7
BUS_TOT,TR,2011,38.4
BUS_TOT,UK,2011,5.9
CAR,AT,2011,79.1
CAR,BE,2011,79.5
CAR,BG,2011,80.6
CAR,CH,2011,74.8
CAR,CY,2011,81.7
CAR,CZ,2011,74.4
CAR,DE,2011,85.6
CAR,DK,2011,80.0
CAR,EE,2011,81.8
CAR,EL,2011,81.6
CAR,ES,2011,80.9
CAR,EU27_2020,2011,82.8
CAR,EU28,2011,83.2
CAR,FI,2011,85.1
CAR,FR,2011,85.3
CAR,HR,2011,84.6
CAR,HU,2011,68.3
CAR,IE,2011,82.6
CAR,IS,2011,88.6
CAR,IT,2011,81.1
CAR,LT,2011,90.8
CAR,LU,2011,83.1
CAR,LV,2011,76.2
CAR,ME,2011,96.4
CAR,MK,2011,74.9
CAR,MT,2011,82.4
CAR,NL,2011,86.5
CAR,NO,2011,88.4
CAR,PL,2011,77.4
CAR,PT,2011,89.2
CAR,RO,2011,78.5
CAR,RS,2011,83.4
CAR,SE,2011,83.8
CAR,SI,2011,86.6
CAR,SK,2011,77.3
CAR,TR,2011,59.2
CAR,UK,2011,86.3
TRN,AT,2011,11.5
TRN,BE,2011,7.7
TRN,BG,2011,3.5
TRN,CH,2011,19.6
TRN,CZ,2011,7.6
TRN,DE,2011,8.5
TRN,DK,2011,10
TRN,EE,2011,1.9
TRN,EL,2011,0.8
TRN,ES,2011,5.6
TRN,EU27_2020,2011,7.3
TRN,EU28,2011,7.4
TRN,FI,2011,5
TRN,FR,2011,9.3
TRN,HR,2011,4.9
TRN,HU,2011,10.2
TRN,IE,2011,2.9
TRN,IT,2011,5.7
TRN,LT,2011,0.8
TRN,LU,2011,4.4
TRN,LV,2011,4.9
TRN,ME,2011,1.6
TRN,MK,2011,2
TRN,NL,2011,10.5
TRN,NO,2011,4.5
TRN,PL,2011,6.9
TRN,PT,2011,4.5
TRN,RO,2011,5.3
TRN,RS,2011,1.7
TRN,SE,2011,8.7
TRN,SI,2011,2.3
TRN,SK,2011,7
TRN,TR,2011,2.4
TRN,UK,2011,7.8
TRN_BUS_TOT_AVD,AT,2011,20.9
TRN_BUS_TOT_AVD,BE,2011,20.5
TRN_BUS_TOT_AVD,BG,2011,19.4
TRN_BUS_TOT_AVD,CH,2011,25.2
TRN_BUS_TOT_AVD,CY,2011,18.3
TRN_BUS_TOT_AVD,CZ,2011,25.6
TRN_BUS_TOT_AVD,DE,2011,14.4
TRN_BUS_TOT_AVD,DK,2011,20.0
TRN_BUS_TOT_AVD,EE,2011,18.2
TRN_BUS_TOT_AVD,EL,2011,18.4
TRN_BUS_TOT_AVD,ES,2011,19.1
TRN_BUS_TOT_AVD,EU27_2020,2011,17.2
TRN_BUS_TOT_AVD,EU28,2011,16.8
TRN_BUS_TOT_AVD,FI,2011,14.9
TRN_BUS_TOT_AVD,FR,2011,14.7
TRN_BUS_TOT_AVD,HR,2011,15.4
TRN_BUS_TOT_AVD,HU,2011,31.7
TRN_BUS_TOT_AVD,IE,2011,17.4
TRN_BUS_TOT_AVD,IS,2011,11.4
TRN_BUS_TOT_AVD,IT,2011,18.9
TRN_BUS_TOT_AVD,LT,2011,9.2
TRN_BUS_TOT_AVD,LU,2011,16.9
TRN_BUS_TOT_AVD,LV,2011,23.8
TRN_BUS_TOT_AVD,ME,2011,3.6
TRN_BUS_TOT_AVD,MK,2011,25.1
TRN_BUS_TOT_AVD,MT,2011,17.6
TRN_BUS_TOT_AVD,NL,2011,13.5
TRN_BUS_TOT_AVD,NO,2011,11.6
TRN_BUS_TOT_AVD,PL,2011,22.6
TRN_BUS_TOT_AVD,PT,2011,10.8
TRN_BUS_TOT_AVD,RO,2011,21.5
TRN_BUS_TOT_AVD,RS,2011,16.6
TRN_BUS_TOT_AVD,SE,2011,16.2
TRN_BUS_TOT_AVD,SI,2011,13.4
TRN_BUS_TOT_AVD,SK,2011,22.7
TRN_BUS_TOT_AVD,TR,2011,40.8
TRN_BUS_TOT_AVD,UK,2011,13.7
BUS_TOT,AT,2010,9.3
BUS_TOT,BE,2010,12.7
BUS_TOT,BG,2010,16.4
BUS_TOT,CH,2010,5.1
BUS_TOT,CY,2010,18.1
BUS_TOT,CZ,2010,19.5
BUS_TOT,DE,2010,6.0
BUS_TOT,DK,2010,10.5
BUS_TOT,EE,2010,16.6
BUS_TOT,EL,2010,17.3
BUS_TOT,ES,2010,12.3
BUS_TOT,EU27_2020,2010,9.8
BUS_TOT,EU28,2010,9.3
BUS_TOT,FI,2010,9.9
BUS_TOT,FR,2010,5.3
BUS_TOT,HR,2010,10.7
BUS_TOT,HU,2010,21.5
BUS_TOT,IE,2010,14.5
BUS_TOT,IS,2010,11.4
BUS_TOT,IT,2010,12.8
BUS_TOT,LT,2010,7.6
BUS_TOT,LU,2010,12.1
BUS_TOT,LV,2010,17.1
BUS_TOT,ME,2010,1.9
BUS_TOT,MK,2010,22.9
BUS_TOT,MT,2010,18.5
BUS_TOT,NL,2010,2.9
BUS_TOT,NO,2010,6.9
BUS_TOT,PL,2010,16.8
BUS_TOT,PT,2010,6.5
BUS_TOT,RO,2010,16.3
BUS_TOT,RS,2010,13
BUS_TOT,SE,2010,7.3
BUS_TOT,SI,2010,10.8
BUS_TOT,SK,2010,15.3
BUS_TOT,TR,2010,38.3
BUS_TOT,UK,2010,6.2
CAR,AT,2010,79.6
CAR,BE,2010,79.7
CAR,BG,2010,80
CAR,CH,2010,77.3
CAR,CY,2010,81.9
CAR,CZ,2010,73
CAR,DE,2010,86.0
CAR,DK,2010,79.7
CAR,EE,2010,81.4
CAR,EL,2010,81.6
CAR,ES,2010,82.3
CAR,EU27_2020,2010,83
CAR,EU28,2010,83.5
CAR,FI,2010,84.9
CAR,FR,2010,85.5
CAR,HR,2010,83.7
CAR,HU,2010,68.6
CAR,IE,2010,82.6
CAR,IS,2010,88.6
CAR,IT,2010,81.7
CAR,LT,2010,91.7
CAR,LU,2010,83.5
CAR,LV,2010,78.2
CAR,ME,2010,96
CAR,MK,2010,74.6
CAR,MT,2010,81.5
CAR,NL,2010,86.9
CAR,NO,2010,88.3
CAR,PL,2010,76.1
CAR,PT,2010,89.1
CAR,RO,2010,78
CAR,RS,2010,85.5
CAR,SE,2010,84.0
CAR,SI,2010,86.8
CAR,SK,2010,78
CAR,TR,2010,59.3
CAR,UK,2010,86.3
TRN,AT,2010,11.1
TRN,BE,2010,7.6
TRN,BG,2010,3.6
TRN,CH,2010,17.6
TRN,CZ,2010,7.5
TRN,DE,2010,8
TRN,DK,2010,9.8
TRN,EE,2010,2
TRN,EL,2010,1.1
TRN,ES,2010,5.4
TRN,EU27_2020,2010,7.1
TRN,EU28,2010,7.2
TRN,FI,2010,5.2
TRN,FR,2010,9.3
TRN,HR,2010,5.6
TRN,HU,2010,10
TRN,IE,2010,2.9
TRN,IT,2010,5.5
TRN,LT,2010,0.7
TRN,LU,2010,4.5
TRN,LV,2010,4.7
TRN,ME,2010,2.1
TRN,MK,2010,2.5
TRN,NL,2010,10.2
TRN,NO,2010,4.8
TRN,PL,2010,7.1
TRN,PT,2010,4.4
TRN,RO,2010,5.6
TRN,RS,2010,1.5
TRN,SE,2010,8.7
TRN,SI,2010,2.5
TRN,SK,2010,6.7
TRN,TR,2010,2.4
TRN,UK,2010,7.5
TRN_BUS_TOT_AVD,AT,2010,20.4
TRN_BUS_TOT_AVD,BE,2010,20.3
TRN_BUS_TOT_AVD,BG,2010,20
TRN_BUS_TOT_AVD,CH,2010,22.7
TRN_BUS_TOT_AVD,CY,2010,18.1
TRN_BUS_TOT_AVD,CZ,2010,27
TRN_BUS_TOT_AVD,DE,2010,14.0
TRN_BUS_TOT_AVD,DK,2010,20.3
TRN_BUS_TOT_AVD,EE,2010,18.6
TRN_BUS_TOT_AVD,EL,2010,18.4
TRN_BUS_TOT_AVD,ES,2010,17.7
TRN_BUS_TOT_AVD,EU27_2020,2010,17
TRN_BUS_TOT_AVD,EU28,2010,16.5
TRN_BUS_TOT_AVD,FI,2010,15.1
TRN_BUS_TOT_AVD,FR,2010,14.5
TRN_BUS_TOT_AVD,HR,2010,16.3
TRN_BUS_TOT_AVD,HU,2010,31.4
TRN_BUS_TOT_AVD,IE,2010,17.4
TRN_BUS_TOT_AVD,IS,2010,11.4
TRN_BUS_TOT_AVD,IT,2010,18.3
TRN_BUS_TOT_AVD,LT,2010,8.3
TRN_BUS_TOT_AVD,LU,2010,16.5
TRN_BUS_TOT_AVD,LV,2010,21.8
TRN_BUS_TOT_AVD,ME,2010,4
TRN_BUS_TOT_AVD,MK,2010,25.4
TRN_BUS_TOT_AVD,MT,2010,18.5
TRN_BUS_TOT_AVD,NL,2010,13.1
TRN_BUS_TOT_AVD,NO,2010,11.7
TRN_BUS_TOT_AVD,PL,2010,23.9
TRN_BUS_TOT_AVD,PT,2010,10.9
TRN_BUS_TOT_AVD,RO,2010,22
TRN_BUS_TOT_AVD,RS,2010,14.5
TRN_BUS_TOT_AVD,SE,2010,16.0
TRN_BUS_TOT_AVD,SI,2010,13.2
TRN_BUS_TOT_AVD,SK,2010,22
TRN_BUS_TOT_AVD,TR,2010,40.7
TRN_BUS_TOT_AVD,UK,2010,13.7
BUS_TOT,AT,2009,9.1
BUS_TOT,BE,2009,13.0
BUS_TOT,BG,2009,16.8
BUS_TOT,CH,2009,5.1
BUS_TOT,CY,2009,17.6
BUS_TOT,CZ,2009,16.9
BUS_TOT,DE,2009,6.1
BUS_TOT,DK,2009,10.4
BUS_TOT,EE,2009,16.4
BUS_TOT,EL,2009,16.9
BUS_TOT,ES,2009,13.3
BUS_TOT,EU27_2020,2009,9.7
BUS_TOT,EU28,2009,9.2
BUS_TOT,FI,2009,10.0
BUS_TOT,FR,2009,5.2
BUS_TOT,HR,2009,10.7
BUS_TOT,HU,2009,20.7
BUS_TOT,IE,2009,15
BUS_TOT,IS,2009,11.4
BUS_TOT,IT,2009,11.7
BUS_TOT,LT,2009,7.1
BUS_TOT,LU,2009,11.4
BUS_TOT,LV,2009,15.1
BUS_TOT,ME,2009,
BUS_TOT,MK,2009,21.6
BUS_TOT,MT,2009,18.1
BUS_TOT,NL,2009,3.5
BUS_TOT,NO,2009,6.7
BUS_TOT,PL,2009,17.9
BUS_TOT,PT,2009,6.2
BUS_TOT,RO,2009,13.6
BUS_TOT,RS,2009,
BUS_TOT,SE,2009,6.6
BUS_TOT,SI,2009,10.7
BUS_TOT,SK,2009,15.8
BUS_TOT,TR,2009,40.6
BUS_TOT,UK,2009,6
CAR,AT,2009,79.7
CAR,BE,2009,79.5
CAR,BG,2009,79.5
CAR,CH,2009,77.5
CAR,CY,2009,82.4
CAR,CZ,2009,76.2
CAR,DE,2009,86.0
CAR,DK,2009,80.1
CAR,EE,2009,81.6
CAR,EL,2009,81.9
CAR,ES,2009,81.4
CAR,EU27_2020,2009,83.2
CAR,EU28,2009,83.7
CAR,FI,2009,84.9
CAR,FR,2009,85.4
CAR,HR,2009,83.6
CAR,HU,2009,69.1
CAR,IE,2009,82.1
CAR,IS,2009,88.6
CAR,IT,2009,82.8
CAR,LT,2009,92.3
CAR,LU,2009,84.3
CAR,LV,2009,80.2
CAR,ME,2009,
CAR,MK,2009,75.6
CAR,MT,2009,81.9
CAR,NL,2009,87.3
CAR,NO,2009,88.6
CAR,PL,2009,74.7
CAR,PT,2009,89.4
CAR,RO,2009,80
CAR,RS,2009,
CAR,SE,2009,84.5
CAR,SI,2009,86.7
CAR,SK,2009,77.6
CAR,TR,2009,56.9
CAR,UK,2009,87
TRN,AT,2009,11.2
TRN,BE,2009,7.5
TRN,BG,2009,3.7
TRN,CH,2009,17.4
TRN,CZ,2009,6.8
TRN,DE,2009,7.9
TRN,DK,2009,9.5
TRN,EE,2009,1.9
TRN,EL,2009,1.2
TRN,ES,2009,5.4
TRN,EU27_2020,2009,7.1
TRN,EU28,2009,7.1
TRN,FI,2009,5.1
TRN,FR,2009,9.4
TRN,HR,2009,5.6
TRN,HU,2009,10.2
TRN,IE,2009,2.8
TRN,IT,2009,5.5
TRN,LT,2009,0.6
TRN,LU,2009,4.3
TRN,LV,2009,4.7
TRN,ME,2009,
TRN,MK,2009,2.8
TRN,NL,2009,9.2
TRN,NO,2009,4.7
TRN,PL,2009,7.4
TRN,PT,2009,4.4
TRN,RO,2009,6.5
TRN,RS,2009,
TRN,SE,2009,8.8
TRN,SI,2009,2.6
TRN,SK,2009,6.6
TRN,TR,2009,2.5
TRN,UK,2009,6.9
TRN_BUS_TOT_AVD,AT,2009,20.3
TRN_BUS_TOT_AVD,BE,2009,20.5
TRN_BUS_TOT_AVD,BG,2009,20.5
TRN_BUS_TOT_AVD,CH,2009,22.5
TRN_BUS_TOT_AVD,CY,2009,17.6
TRN_BUS_TOT_AVD,CZ,2009,23.8
TRN_BUS_TOT_AVD,DE,2009,14.0
TRN_BUS_TOT_AVD,DK,2009,19.9
TRN_BUS_TOT_AVD,EE,2009,18.4
TRN_BUS_TOT_AVD,EL,2009,18.1
TRN_BUS_TOT_AVD,ES,2009,18.6
TRN_BUS_TOT_AVD,EU27_2020,2009,16.8
TRN_BUS_TOT_AVD,EU28,2009,16.3
TRN_BUS_TOT_AVD,FI,2009,15.1
TRN_BUS_TOT_AVD,FR,2009,14.6
TRN_BUS_TOT_AVD,HR,2009,16.4
TRN_BUS_TOT_AVD,HU,2009,30.9
TRN_BUS_TOT_AVD,IE,2009,17.9
TRN_BUS_TOT_AVD,IS,2009,11.4
TRN_BUS_TOT_AVD,IT,2009,17.2
TRN_BUS_TOT_AVD,LT,2009,7.7
TRN_BUS_TOT_AVD,LU,2009,15.7
TRN_BUS_TOT_AVD,LV,2009,19.8
TRN_BUS_TOT_AVD,ME,2009,
TRN_BUS_TOT_AVD,MK,2009,24.4
TRN_BUS_TOT_AVD,MT,2009,18.1
TRN_BUS_TOT_AVD,NL,2009,12.7
TRN_BUS_TOT_AVD,NO,2009,11.4
TRN_BUS_TOT_AVD,PL,2009,25.3
TRN_BUS_TOT_AVD,PT,2009,10.6
TRN_BUS_TOT_AVD,RO,2009,20
TRN_BUS_TOT_AVD,RS,2009,
TRN_BUS_TOT_AVD,SE,2009,15.5
TRN_BUS_TOT_AVD,SI,2009,13.3
TRN_BUS_TOT_AVD,SK,2009,22.4
TRN_BUS_TOT_AVD,TR,2009,43.1
TRN_BUS_TOT_AVD,UK,2009,13
BUS_TOT,AT,2008,10
BUS_TOT,BE,2008,13.0
BUS_TOT,BG,2008,20.8
BUS_TOT,CH,2008,5.2
BUS_TOT,CY,2008,18.8
BUS_TOT,CZ,2008,16.9
BUS_TOT,DE,2008,6.3
BUS_TOT,DK,2008,10.5
BUS_TOT,EE,2008,18.5
BUS_TOT,EL,2008,17.9
BUS_TOT,ES,2008,14.3
BUS_TOT,EU27_2020,2008,10.4
BUS_TOT,EU28,2008,9.8
BUS_TOT,FI,2008,10.1
BUS_TOT,FR,2008,5.7
BUS_TOT,HR,2008,12.5
BUS_TOT,HU,2008,22.1
BUS_TOT,IE,2008,14.4
BUS_TOT,IS,2008,11.4
BUS_TOT,IT,2008,12.4
BUS_TOT,LT,2008,8.2
BUS_TOT,LU,2008,11.4
BUS_TOT,LV,2008,16.1
BUS_TOT,ME,2008,
BUS_TOT,MK,2008,22.1
BUS_TOT,MT,2008,19.2
BUS_TOT,NL,2008,3.5
BUS_TOT,NO,2008,6.7
BUS_TOT,PL,2008,19.9
BUS_TOT,PT,2008,6.4
BUS_TOT,RO,2008,15.2
BUS_TOT,RS,2008,
BUS_TOT,SE,2008,6.7
BUS_TOT,SI,2008,10.9
BUS_TOT,SK,2008,20.6
BUS_TOT,TR,2008,41.3
BUS_TOT,UK,2008,5.9
CAR,AT,2008,78.8
CAR,BE,2008,79.6
CAR,BG,2008,75.1
CAR,CH,2008,77.8
CAR,CY,2008,81.2
CAR,CZ,2008,76.0
CAR,DE,2008,85.6
CAR,DK,2008,79.8
CAR,EE,2008,79.4
CAR,EL,2008,80.8
CAR,ES,2008,80.3
CAR,EU27_2020,2008,82.2
CAR,EU28,2008,82.9
CAR,FI,2008,84.5
CAR,FR,2008,84.2
CAR,HR,2008,82.2
CAR,HU,2008,67.5
CAR,IE,2008,82.3
CAR,IS,2008,88.6
CAR,IT,2008,81.7
CAR,LT,2008,91.2
CAR,LU,2008,84.2
CAR,LV,2008,78.7
CAR,ME,2008,
CAR,MK,2008,75.2
CAR,MT,2008,80.8
CAR,NL,2008,87.3
CAR,NO,2008,88.5
CAR,PL,2008,71.9
CAR,PT,2008,89.2
CAR,RO,2008,77.2
CAR,RS,2008,
CAR,SE,2008,84.6
CAR,SI,2008,86.4
CAR,SK,2008,73
CAR,TR,2008,56.3
CAR,UK,2008,87.2
TRN,AT,2008,11.1
TRN,BE,2008,7.5
TRN,BG,2008,4
TRN,CH,2008,17.1
TRN,CZ,2008,7.1
TRN,DE,2008,8.1
TRN,DK,2008,9.7
TRN,EE,2008,2.1
TRN,EL,2008,1.3
TRN,ES,2008,5.5
TRN,EU27_2020,2008,7.4
TRN,EU28,2008,7.4
TRN,FI,2008,5.4
TRN,FR,2008,10.1
TRN,HR,2008,5.4
TRN,HU,2008,10.4
TRN,IE,2008,3.3
TRN,IT,2008,6
TRN,LT,2008,0.6
TRN,LU,2008,4.3
TRN,LV,2008,5.2
TRN,ME,2008,
TRN,MK,2008,2.6
TRN,NL,2008,9.2
TRN,NO,2008,4.8
TRN,PL,2008,8.2
TRN,PT,2008,4.3
TRN,RO,2008,7.6
TRN,RS,2008,
TRN,SE,2008,8.7
TRN,SI,2008,2.7
TRN,SK,2008,6.4
TRN,TR,2008,2.4
TRN,UK,2008,6.9
TRN_BUS_TOT_AVD,AT,2008,21.2
TRN_BUS_TOT_AVD,BE,2008,20.4
