TypeOfRoad,Unit,Country,Year,RoadTrafficDeaths
RD_URB,NR,RO,2018,1183.0
RD_URB,NR,SE,2018,77.0
RD_URB,NR,SI,2018,26.0
RD_URB,NR,SK,2018,91.0
RD_URB,NR,UK,2018,656.0
RD_URB,RT,AT,2018,1.2
RD_URB,RT,BE,2018,1.7
RD_URB,RT,BG,2018,3.0
RD_URB,RT,CH,2018,1.2
RD_URB,RT,CY,2018,3.0
RD_URB,RT,CZ,2018,2.0
RD_URB,RT,DE,2018,1.2
RD_URB,RT,DK,2018,0.8
RD_URB,RT,EE,2018,1.0
RD_URB,RT,EL,2018,3.4
RD_URB,RT,ES,2018,1.0
RD_URB,RT,FI,2018,1.1
RD_URB,RT,FR,2018,1.4
RD_URB,RT,HR,2018,4.3
RD_URB,RT,HU,2018,2.4
RD_URB,RT,IS,2018,0.6
RD_URB,RT,IT,2018,2.3
RD_URB,RT,LU,2018,0.2
RD_URB,RT,LV,2018,2.1
RD_URB,RT,MT,2018,2.7
RD_URB,RT,NL,2018,1.5
RD_URB,RT,NO,2018,0.5
RD_URB,RT,PL,2018,3.3
RD_URB,RT,PT,2018,3.7
RD_URB,RT,RO,2018,6.1
RD_URB,RT,SE,2018,0.8
RD_URB,RT,SI,2018,1.3
RD_URB,RT,SK,2018,1.7
RD_URB,RT,UK,2018,1.0
TOTAL,NR,AT,2018,409.0
TOTAL,NR,BE,2018,604.0
TOTAL,NR,BG,2018,610.0
TOTAL,NR,CH,2018,233.0
TOTAL,NR,CY,2018,49.0
TOTAL,NR,CZ,2018,656.0
TOTAL,NR,DE,2018,3275.0
TOTAL,NR,DK,2018,171.0
TOTAL,NR,EE,2018,67.0
TOTAL,NR,EL,2018,700.0
TOTAL,NR,ES,2018,1806.0
TOTAL,NR,EU27_2020,2018,23332.0
TOTAL,NR,EU28,2018,25178.0
TOTAL,NR,FI,2018,239.0
TOTAL,NR,FR,2018,3246.0
TOTAL,NR,HR,2018,317.0
TOTAL,NR,HU,2018,633.0
TOTAL,NR,IE,2018,139.0
TOTAL,NR,IS,2018,18.0
TOTAL,NR,IT,2018,3334.0
TOTAL,NR,LI,2018,0.0
TOTAL,NR,LT,2018,173.0
TOTAL,NR,LU,2018,36.0
TOTAL,NR,LV,2018,148.0
TOTAL,NR,MT,2018,18.0
TOTAL,NR,NL,2018,598.0
TOTAL,NR,NO,2018,108.0
TOTAL,NR,PL,2018,2862.0
TOTAL,NR,PT,2018,700.0
TOTAL,NR,RO,2018,1867.0
TOTAL,NR,SE,2018,324.0
TOTAL,NR,SI,2018,91.0
TOTAL,NR,SK,2018,260.0
TOTAL,NR,TR,2018,6675.0
TOTAL,NR,UK,2018,1839.0
TOTAL,RT,AT,2018,4.6
TOTAL,RT,BE,2018,5.3
TOTAL,RT,BG,2018,8.7
TOTAL,RT,CH,2018,2.7
TOTAL,RT,CY,2018,5.6
TOTAL,RT,CZ,2018,6.2
TOTAL,RT,DE,2018,4.0
TOTAL,RT,DK,2018,3.0
TOTAL,RT,EE,2018,5.1
TOTAL,RT,EL,2018,6.5
TOTAL,RT,ES,2018,3.9
TOTAL,RT,EU27_2020,2018,5.2
TOTAL,RT,EU28,2018,4.9
TOTAL,RT,FI,2018,4.3
TOTAL,RT,FR,2018,4.8
TOTAL,RT,HR,2018,7.7
TOTAL,RT,HU,2018,6.5
TOTAL,RT,IE,2018,2.9
TOTAL,RT,IS,2018,5.1
TOTAL,RT,IT,2018,5.5
TOTAL,RT,LI,2018,0.0
TOTAL,RT,LT,2018,6.2
TOTAL,RT,LU,2018,5.9
TOTAL,RT,LV,2018,7.7
TOTAL,RT,MT,2018,3.7
TOTAL,RT,NL,2018,3.5
TOTAL,RT,NO,2018,2.0
TOTAL,RT,PL,2018,7.5
TOTAL,RT,PT,2018,6.8
TOTAL,RT,RO,2018,9.6
TOTAL,RT,SE,2018,3.2
TOTAL,RT,SI,2018,4.4
TOTAL,RT,SK,2018,4.8
TOTAL,RT,TR,2018,8.2
TOTAL,RT,UK,2018,2.8
UNK,NR,BE,2018,0.0
UNK,NR,LI,2018,0.0
UNK,NR,NL,2018,5.0
UNK,NR,NO,2018,0.0
UNK,NR,SE,2018,6.0
UNK,RT,BE,2018,0.0
UNK,RT,LI,2018,0.0
UNK,RT,NL,2018,0.0
UNK,RT,NO,2018,0.0
UNK,RT,SE,2018,0.1
MWAY,NR,AT,2019,29.0
MWAY,NR,BE,2019,116.0
MWAY,NR,BG,2019,45.0
MWAY,NR,CH,2019,24.0
MWAY,NR,CY,2019,3.0
MWAY,NR,CZ,2019,31.0
MWAY,NR,DE,2019,356.0
MWAY,NR,DK,2019,14.0
MWAY,NR,EL,2019,50.0
MWAY,NR,ES,2019,340.0
MWAY,NR,FI,2019,6.0
MWAY,NR,FR,2019,260.0
MWAY,NR,HR,2019,18.0
MWAY,NR,HU,2019,48.0
MWAY,NR,IT,2019,310.0
MWAY,NR,LU,2019,3.0
MWAY,NR,NL,2019,75.0
MWAY,NR,PL,2019,70.0
MWAY,NR,PT,2019,67.0
MWAY,NR,RO,2019,43.0
MWAY,NR,SE,2019,20.0
MWAY,NR,SI,2019,14.0
MWAY,NR,SK,2019,8.0
MWAY,RT,AT,2019,0.3
MWAY,RT,BE,2019,1.0
MWAY,RT,BG,2019,0.6
MWAY,RT,CH,2019,0.3
MWAY,RT,CY,2019,0.3
MWAY,RT,CZ,2019,0.3
MWAY,RT,DE,2019,0.4
MWAY,RT,DK,2019,0.2
MWAY,RT,EL,2019,0.5
MWAY,RT,ES,2019,0.7
MWAY,RT,FI,2019,0.1
MWAY,RT,FR,2019,0.4
MWAY,RT,HR,2019,0.4
MWAY,RT,HU,2019,0.5
MWAY,RT,IT,2019,0.5
MWAY,RT,LU,2019,0.5
MWAY,RT,NL,2019,0.4
MWAY,RT,PL,2019,0.2
MWAY,RT,PT,2019,0.7
MWAY,RT,RO,2019,0.2
MWAY,RT,SE,2019,0.2
MWAY,RT,SI,2019,0.7
MWAY,RT,SK,2019,0.1
RD_RUR,NR,AT,2019,283.0
RD_RUR,NR,BE,2019,312.0
RD_RUR,NR,BG,2019,351.0
RD_RUR,NR,CH,2019,98.0
RD_RUR,NR,CY,2019,17.0
RD_RUR,NR,CZ,2019,400.0
RD_RUR,NR,DE,2019,1758.0
RD_RUR,NR,DK,2019,121.0
RD_RUR,NR,EE,2019,35.0
RD_RUR,NR,EL,2019,268.0
RD_RUR,NR,ES,2019,896.0
RD_RUR,NR,FI,2019,169.0
RD_RUR,NR,FR,2019,1943.0
RD_RUR,NR,HR,2019,115.0
RD_RUR,NR,HU,2019,331.0
RD_RUR,NR,IS,2019,6.0
RD_RUR,NR,IT,2019,1532.0
RD_RUR,NR,LU,2019,16.0
RD_RUR,NR,LV,2019,92.0
RD_RUR,NR,NL,2019,274.0
RD_RUR,NR,NO,2019,90.0
RD_RUR,NR,PL,2019,1662.0
RD_RUR,NR,PT,2019,227.0
RD_RUR,NR,RO,2019,608.0
RD_RUR,NR,SE,2019,146.0
RD_RUR,NR,SI,2019,61.0
RD_RUR,NR,SK,2019,168.0
RD_RUR,RT,AT,2019,3.2
RD_RUR,RT,BE,2019,2.7
RD_RUR,RT,BG,2019,5.0
RD_RUR,RT,CH,2019,1.1
RD_RUR,RT,CY,2019,1.9
RD_RUR,RT,CZ,2019,3.7
RD_RUR,RT,DE,2019,2.1
RD_RUR,RT,DK,2019,2.1
RD_RUR,RT,EE,2019,2.6
RD_RUR,RT,EL,2019,2.5
RD_RUR,RT,ES,2019,1.9
RD_RUR,RT,FI,2019,3.1
RD_RUR,RT,FR,2019,2.9
RD_RUR,RT,HR,2019,2.8
RD_RUR,RT,HU,2019,3.4
RD_RUR,RT,IS,2019,1.7
RD_RUR,RT,IT,2019,2.6
RD_RUR,RT,LU,2019,2.6
RD_RUR,RT,LV,2019,4.8
RD_RUR,RT,NL,2019,1.6
RD_RUR,RT,NO,2019,1.7
RD_RUR,RT,PL,2019,4.4
RD_RUR,RT,PT,2019,2.2
RD_RUR,RT,RO,2019,3.1
RD_RUR,RT,SE,2019,1.4
RD_RUR,RT,SI,2019,2.9
RD_RUR,RT,SK,2019,3.1
RD_URB,NR,AT,2019,104.0
RD_URB,NR,BE,2019,214.0
RD_URB,NR,BG,2019,232.0
RD_URB,NR,CH,2019,65.0
RD_URB,NR,CY,2019,32.0
RD_URB,NR,CZ,2019,187.0
RD_URB,NR,DE,2019,932.0
RD_URB,NR,DK,2019,64.0
RD_URB,NR,EE,2019,17.0
RD_URB,NR,EL,2019,370.0
RD_URB,NR,ES,2019,519.0
RD_URB,NR,FI,2019,36.0
RD_URB,NR,FR,2019,1034.0
RD_URB,NR,HR,2019,164.0
RD_URB,NR,HU,2019,223.0
RD_URB,NR,IS,2019,0.0
RD_URB,NR,IT,2019,1331.0
RD_URB,NR,LU,2019,3.0
RD_URB,NR,LV,2019,40.0
RD_URB,NR,NL,2019,232.0
RD_URB,NR,NO,2019,18.0
RD_URB,NR,PL,2019,1177.0
RD_URB,NR,PT,2019,394.0
RD_URB,NR,RO,2019,1213.0
RD_URB,NR,SE,2019,49.0
RD_URB,NR,SI,2019,27.0
RD_URB,NR,SK,2019,94.0
RD_URB,RT,AT,2019,1.2
RD_URB,RT,BE,2019,1.9
RD_URB,RT,BG,2019,3.3
RD_URB,RT,CH,2019,0.8
RD_URB,RT,CY,2019,3.6
RD_URB,RT,CZ,2019,1.8
RD_URB,RT,DE,2019,1.1
RD_URB,RT,DK,2019,1.1
RD_URB,RT,EE,2019,1.3
RD_URB,RT,EL,2019,3.5
RD_URB,RT,ES,2019,1.1
RD_URB,RT,FI,2019,0.7
RD_URB,RT,FR,2019,1.5
RD_URB,RT,HR,2019,4.0
RD_URB,RT,HU,2019,2.3
RD_URB,RT,IS,2019,0.0
RD_URB,RT,IT,2019,2.2
RD_URB,RT,LU,2019,0.5
RD_URB,RT,LV,2019,2.1
RD_URB,RT,NL,2019,1.3
RD_URB,RT,NO,2019,0.3
RD_URB,RT,PL,2019,3.1
RD_URB,RT,PT,2019,3.8
RD_URB,RT,RO,2019,6.3
RD_URB,RT,SE,2019,0.5
RD_URB,RT,SI,2019,1.3
RD_URB,RT,SK,2019,1.7
TOTAL,NR,AT,2019,416.0
TOTAL,NR,BE,2019,646.0
TOTAL,NR,BG,2019,628.0
TOTAL,NR,CH,2019,187.0
TOTAL,NR,CY,2019,52.0
TOTAL,NR,CZ,2019,618.0
TOTAL,NR,DE,2019,3046.0
TOTAL,NR,DK,2019,199.0
TOTAL,NR,EE,2019,52.0
TOTAL,NR,EL,2019,688.0
TOTAL,NR,ES,2019,1755.0
TOTAL,NR,EU27_2020,2019,22756.0
TOTAL,NR,FI,2019,211.0
TOTAL,NR,FR,2019,3237.0
TOTAL,NR,HR,2019,297.0
TOTAL,NR,HU,2019,602.0
TOTAL,NR,IE,2019,140.0
TOTAL,NR,IS,2019,6.0
TOTAL,NR,IT,2019,3173.0
TOTAL,NR,LI,2019,0.0
TOTAL,NR,LT,2019,186.0
TOTAL,NR,LU,2019,22.0
TOTAL,NR,LV,2019,132.0
TOTAL,NR,MT,2019,16.0
TOTAL,NR,NL,2019,586.0
TOTAL,NR,NO,2019,108.0
TOTAL,NR,PL,2019,2909.0
TOTAL,NR,PT,2019,688.0
TOTAL,NR,RO,2019,1864.0
TOTAL,NR,SE,2019,221.0
TOTAL,NR,SI,2019,102.0
TOTAL,NR,SK,2019,270.0
TOTAL,RT,AT,2019,4.7
TOTAL,RT,BE,2019,5.6
TOTAL,RT,BG,2019,9.0
TOTAL,RT,CH,2019,2.2
TOTAL,RT,CY,2019,5.9
TOTAL,RT,CZ,2019,5.8
TOTAL,RT,DE,2019,3.7
TOTAL,RT,DK,2019,3.4
TOTAL,RT,EE,2019,3.9
TOTAL,RT,EL,2019,6.4
TOTAL,RT,ES,2019,3.7
TOTAL,RT,EU27_2020,2019,5.1
TOTAL,RT,FI,2019,3.8
TOTAL,RT,FR,2019,4.8
TOTAL,RT,HR,2019,7.3
TOTAL,RT,HU,2019,6.2
TOTAL,RT,IE,2019,2.8
TOTAL,RT,IS,2019,1.7
TOTAL,RT,IT,2019,5.3
TOTAL,RT,LI,2019,0.0
TOTAL,RT,LT,2019,6.7
TOTAL,RT,LU,2019,3.5
TOTAL,RT,LV,2019,6.9
TOTAL,RT,MT,2019,3.2
TOTAL,RT,NL,2019,3.4
TOTAL,RT,NO,2019,2.0
TOTAL,RT,PL,2019,7.7
TOTAL,RT,PT,2019,6.7
TOTAL,RT,RO,2019,9.6
TOTAL,RT,SE,2019,2.2
TOTAL,RT,SI,2019,4.9
TOTAL,RT,SK,2019,5.0
UNK,NR,BE,2019,4.0
UNK,NR,LI,2019,0.0
UNK,NR,NL,2019,5.0
UNK,NR,NO,2019,0.0
UNK,NR,SE,2019,6.0
UNK,NR,SK,2019,0.0
UNK,RT,BE,2019,0.0
UNK,RT,LI,2019,0.0
UNK,RT,NL,2019,0.0
UNK,RT,NO,2019,0.0
UNK,RT,SE,2019,0.1
UNK,RT,SK,2019,0.0
